Identifier,RG/MS Number,Collection Title,"Box, Folder, URL",Date,Subjects,People,Title,Item Description,Reviewed
band.nsp.0290,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1927-10-26/ed-1/seq-1/#words=band+marching+Rallies+rallies+RALLY+rally,1927-10-26,Cheer & Pep; Parade,"Bearg, Ernest",Largest Rally of the Season is Arranged,"The band will be part of a rally before the Syracuse game for a football game dubbed ""Dads' Day."" Students are encouraged to bring their fathers to witness the rally and the game. There will be a parade from the Coliseum to the Lincoln Hotel.",
band.nsp.0291,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1927-11-04/ed-1/seq-1/#words=band+march+RALLY+rally+Rally,1927-11-04,Cheer & Pep; Parade; Events & Dances,-,Nebraskans to Stage Annual Bonfire Rally,There is a rally and bonfire planned in advance of the Homecoming game against Kansas. Freshmen are asked to bring a box which will be stacked and lit at the rally. The band will perform at the rally.,
band.nsp.0292,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1927-11-04/ed-1/seq-1/#words=band+march+RALLY+rally+Rally,1927-11-04,Events & Dances; Parade,-,Freshmen Asked to Bring Boxes for Bonfire Rally,"The freshmen are asked to take part in a bonfire on Friday night. On Saturday, the band will lead a parade through Lincoln to the football field.",
band.nsp.0293,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1928-10-18/ed-1/seq-1/#words=BAND+band+Band+rally+RALLY+rallying,1928-10-18,Travel; Fundraising & Finance,"Ayres, W. Joyce",Band Launches Campaign for New York Trip,"The band is hosting a Band Ball to fundraise for a trip to West Point. Ben Simons and Sons will print 5,000 tickets free of charge.",
band.nsp.0294,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1928-10-18/ed-1/seq-1/#words=BAND+band+Band+rally+RALLY+rallying,1928-10-18,Cheer & Pep; Events & Dances,-,Friday Night Rally Will Greet Visitors,"The band will take part in a rally at the Coliseum in advance of the Syracuse game. ""Dads will be present"" proclaims the article, reminding students that this is Dad's Day.",
band.nsp.0295,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1928-10-18/ed-1/seq-1/#words=BAND+band+Band+rally+RALLY+rallying,1928-10-18,Military; Meetings & Membership,-,Band and R.O.T.C. Officers Appointed,"Willard Rollin Barnes is the new band captain, other officers also appointed.",
band.nsp.0296,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1928-10-19/ed-1/seq-1/#words=BAND+band+Band+march+marches+rallies+Rally+rally+RALLY,1928-10-19,Events & Dances; Other Band; Fundraising & Finance,"Ayres, W. Joyce",Missouri Band is Engaged for R. O. T. C. Dance,Herb Fick and his Missouri Quadrangle will perform at the R.O.T.C. Band Ball in the Coliseum for Homecoming. The band will be selling tickets city-wide to fundraise to West Point.,
band.nsp.0297,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1928-10-19/ed-1/seq-1/#words=BAND+band+Band+march+marches+rallies+Rally+rally+RALLY,1928-10-19,Cheer & Pep; Events & Dances,-,Huge Rally Will Welcome Syracuse,The band will lead a parade from the Coliseum to the Lincoln Hotel to welcome Syracuse to Lincoln. Many fathers will be on hand for the Dad's Day game. Several small rallies will be held on Friday morning.,
band.nsp.0298,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1928-10-24/ed-1/seq-1/#words=Band+BAND+band,1928-10-24,Cheer & Pep,-,Today is the Day,The band will perform ten minute rallies between classes in advance of the football game against Missouri.,
band.nsp.0299,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1928-10-24/ed-1/seq-1/#words=Band+BAND+band,1928-10-24,Events & Dances; Travel; Fundraising & Finance; Other Band,-,Students Will Find it Hard 'To Beat The Band',The Band Ball will take place following the Missouri game. Students and fans of both Nebraska and Missouri will enjoy entertainment by Herb Fick's Missouri Quadrangle orchestra. Proceeds from the dance will fund the band's travel to West Point.,
band.nsp.0300,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1928-10-24/ed-1/seq-1/#words=Band+BAND+band,1928-10-24,Events & Dances; Travel; Fundraising & Finance,-,Band Ball Tickets are Moving Slowly,"The band requires $4,500 to $5,000 in proceeds from the Band Ball if they hope to travel to West Point. The Band Ball will take place on Homecoming Saturday following the game, not on Friday.",
band.nsp.0301,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1928-10-26/ed-1/seq-5/#words=BAND+band+Band+march+rally+RALLY,1928-10-26,Fundraising & Finance; Events & Dances; Other Band; Travel,-,Business Men Send Band Ball Ticket Sale Up,Red Long of the College Bookstore has purchased 50 tickets to the Band Ball to support the band's travel to West Point. Lincoln businesses are largely repsonsible for Band Ball tickets. Herb Fick's Missouri Quadrangle Collegians have been booked for the musical entertainment.,
band.nsp.0302,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1928-10-26/ed-1/seq-5/#words=BAND+band+Band+march+rally+RALLY,1928-10-26,Events & Dances; Other Band,-,Big Rally Dance with Herb Fick,"Herb Fick and his Quadrangle Orchestra will be performing at the Lincoln Hotel on Friday, a day before they perform at the Band Ball.",
band.nsp.0303,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1928-10-26/ed-1/seq-5/#words=BAND+band+Band+march+rally+RALLY,1928-10-26,Fundraising & Finance; Events & Dances; Travel,-,Are You Ready for the Tumultous Tomorrow?,"An advertisement in the paper from Ben Simon & Sons (a Lincoln business which printed Band Ball tickets for free) greets Missouri fans and graduates returning for Homecoming. The advertisement encourages all to ""send the band to West Point"" by attending the Band Ball. Additionally, to make sure that you are well dressed for the weather, the advertisement encourages you to get a Four Winds Topcoat.",
band.nsp.0304,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1928-10-31/ed-1/seq-1/#words=BAND+Band+band+March+rally,1928-10-31,Fundraising & Finance; Events & Dances; Travel,-,Band Ball Nets Less Than Third Amount Needed,"The Band Ball brought in $1,500 which is unfortunately short of the amount needed to send the band to West Point. The band will be traveling to Lawrence, Kansas this weekend.",
band.nsp.0305,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1928-10-31/ed-1/seq-1/#words=BAND+Band+band+March+rally,1928-10-31,Travel,,Husker Special Leaves Lincoln Friday Morning,80 members of the band will travel to Kansas on the Union Pacific along with the football team.,
band.nsp.0306,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1928-11-22/ed-1/seq-1/#words=band+BAND+March+march+marched,1928-11-08,Travel,-,Special Train Takes Gridiron Party East,"The band is on its way to West Point. The article lays out the schedule of rallies, drill, and sightseeing.",
band.nsp.0307,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1928-11-22/ed-1/seq-1/#words=band+BAND+March+march+marched,1928-11-08,Cheer & Pep; Travel,"Bearg, Ernest",Huge Send-Off Rally Starts Team to Army,The band leads a rally before The Cornhusker Special carries the football team and band to New York for the West Point game. The band led a parade from the Social Sciences building through downtown to the train station. Fifty members of the band will travel.,
band.nsp.0308,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1928-11-22/ed-1/seq-1/#words=band+BAND+March+march+marched,1928-11-08,Travel,"Jewett, F. F.",New Rifle Gallery is Open in Andrews,This article mentions that Colonel Jewett is en route to West Point with the band and will not be available for fall shooting practice.,
band.nsp.0309,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1928-11-18/ed-1/seq-1/#words=BAND+Band+band+March+march,1928-11-18,Concert; Fundraising & Finance,"Wyman, E. A.",Radio Broadcast is Boost to Band Fund,"The R.O.T.C. Band performed on KFAB, station of the Nebraska Buick company, to fundraise for the West Point Trip. They received $596.00 through their efforts. Donors are listed on page 3.",
band.nsp.0310,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1928-11-18/ed-1/seq-1/#words=BAND+Band+band+March+march,1928-11-18,Cheer & Pep; Parade; Travel,"Jones, Biff",Gigantic Rally is Planned for Team Send-Off,The band will lead a rally and parade from the Social Sciences building to the Burlington train depot. The band hopes to accompany the football team to West Point for the Army game.,
band.nsp.0311,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1928-11-18/ed-1/seq-1/#words=BAND+Band+band+March+march,1928-11-18,Fundraising & Finance; Travel; Sports,-,Feather Sales Give Impetus to Campaign,Sales of feathers during the Pittsburgh game the previous Saturday have put the band closer to their goal of financing their trip to West Point. The amount raised has not yet been counted.,
band.nsp.0312,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1928-11-20/ed-1/seq-1/#words=BAND+Band+band+march+MARCH,1928-11-20,Travel; Fundraising & Finance; Rehearsal,"Ayres, W. Joyce; Quick, W. T.",Band Men Are Picked for West Point Trip,"Fifty members of the R.O.T.C. band will travel to West Point. $4,600 was raised towards the trip, and the band members attending will each pay $10. The train leaves at 4:30 pm the following day. The names of the band members are listed in the article.",
band.nsp.0313,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1928-11-20/ed-1/seq-1/#words=BAND+Band+band+march+MARCH,1928-11-20,Travel; Fundraising & Finance; Parade,"Pershing, John J. (John Joseph)",Band of Fifty Will Make Trip to West Point,"Fifty members of the R.O.T.C. bnad will travel to West Point after $4,500 was raised for their expenses. This amount was reached after considerable effort through fundraising such as the Band Ball, selling of ""N"" feathers by the Corn Cobs, buckets in the stadium, radio programs, and contributions from organizations and individuals. Gen. John J. Pershing donated $25 towards the band's trip. The band will lead a parade to the Burlington Station before departing.",
band.nsp.0314,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1928-11-20/ed-1/seq-1/#words=BAND+Band+band+march+MARCH,1928-11-20,Travel; Parade,-,Last Send-Off Rally Will Be for Army Game,"The band will lead a parade from campus do to O street, then to 9th Street, then to the train depot. Students are asked not to drive cars in the parade.",
band.nsp.0315,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1928-11-20/ed-1/seq-2/#words=band+Band+BAND+band%27s+march+March,1928-11-20,Travel; Fundraising & Finance; Cheer & Pep,-,And the Band Goes,"After fundraising $4,500 towards their trip, the band will be traveling to West Point for the Army game. ""Gratitude expressed would be indeed profuse if every individual who worked to send the band on the eastern trip received thanks.""",
band.nsp.0316,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1928-11-20/ed-1/seq-2/#words=band+Band+BAND+band%27s+march+March,1928-11-20,Travel,-,[Untitled],"Text of opinion: ""Looks like a dull weekend ahead with both team and band in the East. The campus has been more interested in Far East aid than in Near East relief lately.""",
band.nsp.0317,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1929-11-27/ed-1/seq-1/#words=band+Band+march+rallies+rally+RALLY,1929-11-27,Cheer & Pep,"Bible, Dana X.",Innocents Set Last Rally of Year for Today,The band will perform at the final rally of the year in advance of the Iowa State football game.,
band.nsp.0318,nebnewspapers,The Daily Nebraskan,https://nebnewspapers.unl.edu/lccn/sn96080312/1929-11-27/ed-1/seq-1/#words=band+Band+march+rallies+rally+RALLY,1929-11-27,Halftime & Pregame,"Stevens, Robert W.","Cornhusker,' Written by Professor Stevens of Music School, Fought Hard to Obtain Recognition on Campus","This article describes the history of ""The Cornhusker"" song written by Professor Stevens. It first began as a quartet performed by glee club at a football game. Despite a cold reception initially, ""The Cornhusker"" began to catch on in the absence of any of fight songs of note.",
band.nsp.0319,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1879-10-01/ed-1/seq-21/#words=cadets,1879-10-01,Military; Drill; Travel,"Grant, Ulysses S.",Local News [Grant],The cadets are traveling to Omaha for General Grant's reception.,
band.nsp.0320,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1879-11-01/ed-1/seq-18/#words=Cadets,1879-11-01,Military; Drill; Travel,"Grant, Ulysses S.",Local News [Grant],"The cadets escort General Grant in Omaha and ""performed their evolutions more skilfully than any of the malitia [militia] companies that participated in the reception.""",
band.nsp.0321,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1880-05-01/ed-1/seq-3/#words=Band+Cadet,1880-05-01,Concert,-,Locals [Band Concerts],"Text reads: ""The University Cadet Band will soon give open-air concerts. The boys are improving rapidly in their practice and by Commencement, no doubt, will be quite proficient. They have been engaged to discourse sweet music at Palladian sociable.""",
band.nsp.0322,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1880-05-01/ed-1/seq-4/#words=band+cadet,1880-05-01,Meetings & Membership,-,Personalia,"Text reads: ""Mr. W. O. Jones, for two years editor of the 'Salem Advertiser,' has just matriculated here. He plays the lead horn in our new band.""",
band.nsp.0323,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1880-05-01/ed-1/seq-4/#words=band+cadet,1880-05-01,Drill; Military,-,Locals,"Text reads: ""The cadet company may again be seen tramping over the campus to the musical cadences of yp-yp-yp-yp, interspersed with the no less sonorous 1-2-3-4, 1-2-3-4. The company is in a flourishing condition, and the boys seem to enter into the spirit of soldiery with more zest than ever before. There are several new and valuable acquisitions this term.""",
band.nsp.0324,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1880-05-15/ed-1/seq-3/#words=Band+Cadet,1880-05-15,Meetings & Membership,"Hohman, Samuel",Locals [Band Membership],"Text reads: ""The University Cadet Band is now organized and ready for business. The boys are now prepared to meet any engagement from a dog-fight to a funeral. Professor Hohmann, their instructor, is laboring unceasingly to perfect them in their enterprise. Their officers are as follows: Leader, Will O. Jones; Rec Sec. Wm. c. Gregg; Business Nanager [Manager] D. H. Wheeler; Treasurer, Wm. Hohmann.""",
band.nsp.0325,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1880-05-15/ed-1/seq-4/#words=band+Band+Cadets,1880-05-15,Drill; Military,"Hohman, Samuel; Board of Regents",Locals [Band Prospects],"Text reads: ""The Cadets are now happy. The Band has made sufficient progress to play for them. Now nothing prevents the boys from becoming enthused with martial ardor. We much mistake their natures if the boys do not allow their military enthusiasm to increase. We have a splendid Professor in this department, we have a promising band, and now if the boys do not make an impression before the Regents in June, they have only themselves to blame for it.""",
band.nsp.0326,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1880-09-01/ed-1/seq-3/#words=band+cadets+Cadets,1880-09-01,Meetings & Membership; Travel; Military,-,Locals,"Multiple local notices refer to Cadets and band members.  Text reads: ""The cadets are making arrangements to attend the State Fair of Omaha...Cadets will be more numerous than ever this year...Will O. Jones, the Leader of the band was unable to be here the first two weeks of the term.""",
band.nsp.0327,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1880-10-01/ed-1/seq-3/#words=Cadet,1880-10-01,Meetings & Membership; Rehearsal,-,Locals [Sick Members],"Text reads: ""The bass drum belonging to the Cadet Band has not been heard this term; consequently several students have been taken sick.""",
band.nsp.0328,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1880-10-01/ed-1/seq-4/#words=Cadet,1880-10-01,Meetings & Membership,-,Personalia,"Text reads: ""W. O. Jones, leader of the Cadet Band, is again on deck.""",
band.nsp.0329,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1880-10-18/ed-1/seq-3/#words=band,1880-10-18,Meetings & Membership,"Hohman, Samuel",Locals [Dissatisfaction with Band Director],"Text reads: ""If the band instructor which the boys now have does not do his duty, what prevents them from making a change?""",
band.nsp.0330,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1880-11-03/ed-1/seq-3/#words=Band+Cadet+cadets+Cadets,1880-11-03,Meetings & Membership,"Everett, Percival",Locals [New Band Director],"Text reads: ""The U. C. Band has a new teacher. Mr. Everet [Everett] of the City Band now instructs them. It is hoped that this change will prove wise.""",
band.nsp.0331,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1880-11-03/ed-1/seq-3/#words=Band+Cadet+cadets+Cadets,1880-11-03,Concert; Events & Dances,-,Locals [Political Rallies],"Text reads: ""The U. C. Band has been taking a very active part in the political crisis. Both Republican and Democratic rallies have been enlivened by their presence.""",
band.nsp.0332,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1880-11-03/ed-1/seq-4/#words=Band+Cadets,1880-11-03,Events & Dances,-,Obituary,"The U. C. Band leads a funeral procession for Mr. Owen Q. Adams, 28 years old.",
band.nsp.0333,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1880-12-01/ed-1/seq-4/#words=cadets+Cadets,1880-12-01,Uncategorized,"Webster, Mrs.",Called Home,"Mrs. Webster, wife of the Cadet commander, passes away. The Cadets escort her remains to the Union Pacific railroad depot.",
band.nsp.0334,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1881-02-01/ed-1/seq-4/#words=band+Band+Cadet,1881-02-01,Events & Dances,-,Locals [Governor's Reception],"Text reads: ""The University Cadet Band furnished the music at the Governor's reception. The band is gaining a good reputation.""",
band.nsp.0335,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1881-10-01/ed-1/seq-4/#words=band,1881-10-01,Events & Dances; Other Band,"Garfield, James A.",Locals [Garfield's Funeral],"The ""college band"" performs at an event organized in honor of President Garfield's funeral.",
band.nsp.0336,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1881-10-01/ed-1/seq-3/#words=band,1881-10-01,Uncategorized,-,Locals [Joke],"Text reads: ""There's a Christian in the band but that doesn't make it a Christian band by any means.""",
band.nsp.0337,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1881-10-01/ed-1/seq-6/#words=Band+Cadet,1881-10-01,Rehearsal; Meetings & Membership,"Hitchcock, George",The Dormitory,The band is practicing three times weekly and can perform multiple pieces of music. The roster and instruments are printed.,
band.nsp.0338,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1881-10-15/ed-1/seq-4/#words=band+Cadet+cadets,1881-10-15,Meetings & Membership; Repertoire,-,Locals [Drum Major],"Text reads: ""Sergeant D. L. Clark has been chosen drum major of the band. Clark has got music in his soul and business in his eye, and will swing the baton in a way to amaze the natives.""",
band.nsp.0339,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1881-10-15/ed-1/seq-4/#words=band+Cadet+cadets,1881-10-15,Rehearsal; Uniform & Equipment,-,Locals [Chapel Band Room],"Text reads: ""The gallery of the chapel is turned into a band room and looks very ungodly with the seats littered full of brass horns, band books, and cymbals with a bass drum tucked in behind.""",
band.nsp.0340,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1881-10-15/ed-1/seq-5/#words=Band+Cadet,1881-10-15,Uncategorized,-,[Untitled],"Text reads: ""The last new dirge of the Cadet Band would make a cat shed tears. Of course the cat must be a whole-souled feline with an ear for symphony -- and sympathy.""",
band.nsp.0341,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1881-11-15/ed-1/seq-4/#words=band+Band+cadet+Cadet,1881-11-15,Repertoire,-,Locals [Singing],"Text reads: ""Can the Cadet Band sing? Oh, my, yes the Cadet Band can sing as well as play. What does it sing? It sings 'Over the Garden Wall.' """,
band.nsp.0342,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1881-11-15/ed-1/seq-4/#words=band+Band+cadet+Cadet,1881-11-15,Meetings & Membership,"Jones, Will O.; Hitchcock, George",Locals [New Band Director],"Text reads: ""Will Jones has resigned the leadership of the Cadet Band and George Hitchcock has been elected to fill the vacancy. The band was never in better condition.""",
band.nsp.0343,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1881-11-15/ed-1/seq-4/#words=band+Band+cadet+Cadet,1881-11-15,Uncategorized,-,Locals [New Repertoire],"Text reads: ""Snatches of 'Skids are Out Today,' 'Dancing in the Barn,' 'Boccacio,' 'Turkish Reville,' etc., will be floating around the University during the coming weeks. The band boys have received the music and it is a fine collection, too.""",
band.nsp.0344,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1881-11-15/ed-1/seq-4/#words=band+Band+cadet+Cadet,1881-11-15,Repertoire,"Pound, Roscoe, 1870-1964",Locals [Roscoe Pound],"Roscoe Pound is noted as a faithful ""marker"" of the Cadet battalian.",
band.nsp.0345,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1881-11-15/ed-1/seq-4/#words=band+Band+cadet+Cadet,1881-11-15,Meetings & Membership; Other Band,-,Locals [Cadet Member Success],"The band's cornet soloist is taking a position with a minstrel group, Haverly's United Mastadon Minstrels.",
band.nsp.0346,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1881-11-15/ed-1/seq-5/#words=Cadet,1881-11-15,Travel; Events & Dances,-,Locals [Funeral Accompaniment],The band travels to Omaha for the funeral of Col. Watson B. Smith.,
band.nsp.0347,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1881-11-15/ed-1/seq-6/#words=band+bands+Cadet+cadet+cadets,1881-11-15,Meetings & Membership; Uniform & Equipment; Repertoire,-,[Untitled],"D. H. W. Jr. writes in the publication ""Trumpet News"" about the Cadet Band. The article describes the 12 band member's uniforms as grey with black and gold trim. They are led by Prof. Will O. Jones and have a repertoire of 50 pieces.","Wheeler appears in this, also"
band.nsp.0348,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1881-11-15/ed-1/seq-6/#words=band+bands+Cadet+cadet+cadets,1881-11-15,Repertoire,-,Corrrespondence,"Alumni write to describe their fondness for the band, and their recall of the music they performed.",
band.nsp.0349,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1881-12-01/ed-1/seq-4/#words=band,1881-12-01,Repertoire,-,Locals [Repertoire],"Text reads: ""The band will soon have 'Over the Garden Wall' arranged, and then we may look for the very worst.""",
band.nsp.0350,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1882-01-02/ed-1/seq-4/#words=Cadet,1882-01-02,Meetings & Membership,"Webster, Isaac T.",Locals [Webster],"Text reads: ""The members of the Cadet Battalion are about to make a strong effort to retain their present commander for three years longer. It is the wish of the STUDENT that they may succeed. Lieutenant Webster's place can be filled by no ordinary officer.""",
band.nsp.0351,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1882-01-16/ed-1/seq-5/#words=band,1882-01-06,Rehearsal,-,Locals [Chapel Rehearsal],"A German student disturbed by the Elocution class makes a comparison to the ""brass band"" which is not allowed to rehearse during the day in the Chapel.",
band.nsp.0352,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1882-01-16/ed-1/seq-5/#words=band,1882-01-06,Meetings & Membership; Rehearsal,"Jones, Will O.; Hitchcock, George",Locals [Spring Rehearsals],The band begins spring rehearsals. Membership is listed.,
band.nsp.0353,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1882-02-01/ed-1/seq-5/#words=cadets,1882-02-01,Military,"Webster, Isaac T.; Board of Regents",Locals [Webster],The Cadets create a petition to request another detail for Lt. Webster to serve as their leader.,
band.nsp.0354,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1882-02-01/ed-1/seq-6/#words=band,1882-02-01,Military; Meetings & Membership,-,Personalia,"F. J. Benedict, a ""leading musician of the University"" joins the band.",
band.nsp.0355,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1882-03-01/ed-1/seq-6/#words=Band+band+Cadet+cadet+cadets,1882-03-01,Military; Concert; Drill; Events & Dances; Repertoire,,"As Others See Us: Our Charter Day Exercises as Given by the ""State Democrat""","The ""State Democrat"" reports that the Cadet Band performed ""Sweet Bye and Bye"" for part of the Charter Day entertainment.",
band.nsp.0356,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1882-03-01/ed-1/seq-5/#words=Band+Cadet,1882-03-01,Uncategorized,-,Locals [Alumnus Visits],"Ex-Cadet Band hornist ""Tubby,"" or J. H. Parker, visits Lincoln.",
band.nsp.0357,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1882-02-15/ed-1/seq-5/#words=band,1882-02-15,Travel,-,Locals [Crete Rumors],"Text reads: ""They say...that the band will go to Crete, (Lord help 'em)...""",
band.nsp.0358,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1882-03-15/ed-1/seq-4/#words=band+Band+Cadet,1882-03-15,Repertoire,-,Locals [New Band Books],"Text reads: ""The Cadet Band has received a new set of band books, with about one hundred new selections.""",
band.nsp.0359,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1882-03-15/ed-1/seq-4/#words=band+Band+Cadet,1882-03-15,Travel; Uniform & Equipment,-,Locals [Crete],"Text reads: ""The band they say, is going to Crete in an astonishing array. Their costumes, it is reported, will also be something peculiar and astonishing to behold.""",
band.nsp.0360,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1882-05-01/ed-1/seq-5/#words=band+cadet,1882-05-01,Events & Dances,-,Spades and Trumps,"The band takes part in Arbor Day celebrations on campus, playing ""industriously for every tree of importance.""",
band.nsp.0361,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1882-05-01/ed-1/seq-4/#words=band,1882-05-01,Travel,-,Locals [Crete],"Text reads: ""The trip to Crete is going to be a righ [right] jolly one if the boys can make it so. The band is making strenuous exertions to do something big there and we guess they will succeed.""",
band.nsp.0362,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1882-05-01/ed-1/seq-4/#words=band,1882-05-01,Concert,"Webster, Isaac T.",Locals [Band Serenades],"Text reads: ""The first band serenade of the spring term occurred Tuesday evening of last week. Mr. Wagner, a newly married friend of the boys, and Lieut. Webster were the afflicted parties. At both places the young gentlemen were handsomely entertained.""",
band.nsp.0363,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1882-05-15/ed-1/seq-6/#words=Band+Cadet,1882-05-15,Travel,"Wheeler, Frank L.",Locals [Crete],"Text reads: ""The big brother of Dan and Myron Wheeler, that is Frank, came up from Plattsmouth to play in the Cadet Band when it went to Crete. He plays baritone and excellently, too. Frank graduates from the Plattsmouth High School in about a week.""",
band.nsp.0364,nebnewspapers,The Hesperian Student,https://nebnewspapers.unl.edu/lccn/sn96080316/1882-06-14/ed-1/seq-7/#words=Cadets+cadets,1882-06-14,Military,"Webster, Isaac T.",Honors to Webster,The Cadets present the departing Lt. Webster with a gold headed cane during a reception.,
